product_group,automated_status,month_of_send,year_of_send,automated_projects,delivery_label,campaign_code,number_of_sends,delivery_channel,automated_sends,manual_sends,total_broadcast_sends
product 1,Manual,8,2021,Campaign_23,Campaign_23_SO27,ZT38,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_630,Campaign_630_XW67,SB42,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_269,Campaign_269_OG48,VW72,1,Android channel,0,1,1
product 5,Manual,6,2021,Campaign X,Campaign X_HF23,NR78,1,Mobile (SMS),0,1,1
product 1,Manual,5,2021,Campaign_546,Campaign_546_LD85,TP52,1,Android channel,0,1,1
product 1,Manual,3,2021,Campaign_465,Campaign_465_VU99,FB98,1,iOS channel,0,1,1
product 5,Manual,4,2021,Campaign_74,Campaign_74_JB20,YF92,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_221,Campaign_221_DR61,OM15,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_494,Campaign_494_ZW30,PI72,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_21,Campaign_21_DQ26,NK47,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_636,Campaign_636_UT84,DW85,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_152,Campaign_152_BR18,IB89,1,iOS channel,0,1,1
product 1,Manual,5,2021,Campaign BT,Campaign BT_NP86,RC11,1,Web Message,0,1,1
product 3,Manual,7,2021,Campaign_877,Campaign_877_VZ99,VM86,1,Email,0,1,1
product 3,Manual,4,2021,Campaign_768,Campaign_768_PJ49,MF88,1,Email,0,1,1
product 1,Manual,2,2021,Campaign N,Campaign N_SZ88,AF90,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign_709,Campaign_709_HN72,OV32,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_917,Campaign_917_QF18,SZ72,1,Android channel,0,1,1
product 1,Manual,7,2021,Campaign_589,Campaign_589_FF64,WN84,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign AY,Campaign AY_UA52,PE57,1,Email,0,1,1
product 5,Manual,1,2021,Campaign AM,Campaign AM_CC38,CW58,1,Email,0,1,1
product 1,Manual,2,2021,Campaign M,Campaign M_JO62,IF40,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_182,Campaign_182_GB79,ZK96,1,iOS channel,0,1,1
product 1,Manual,4,2021,Campaign BL,Campaign BL_QH61,UK30,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_375,Campaign_375_GQ55,NU28,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign_867,Campaign_867_ZM76,IQ66,1,iOS channel,0,1,1
product 1,Manual,3,2021,Campaign_436,Campaign_436_CN55,YE18,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_958,Campaign_958_ZQ55,NW52,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_334,Campaign_334_VZ80,TQ86,1,Android channel,0,1,1
product 2,Manual,6,2021,Campaign N,Campaign N_KG15,VK20,1,Web Message,0,1,1
product 5,Manual,5,2021,Campaign_641,Campaign_641_AO20,HS84,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_64,Campaign_64_NA34,HR75,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_SI10,LC17,1,Android channel,0,1,1
product 3,Manual,9,2021,Campaign_703,Campaign_703_FU28,JN21,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_508,Campaign_508_YE13,IO19,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_288,Campaign_288_HX44,MR90,1,Email,0,1,1
product 2,Manual,5,2021,Campaign N,Campaign N_QH82,OO52,1,Web Message,0,1,1
product 1,Manual,3,2021,Campaign M,Campaign M_FV50,DK86,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_23,Campaign_23_ZZ67,AH18,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_598,Campaign_598_RX66,MZ27,1,Email,0,1,1
product 2,Manual,3,2021,Campaign_719,Campaign_719_VW35,OK62,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_950,Campaign_950_YM46,TI94,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_472,Campaign_472_UJ12,SL44,1,Email,0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_CH75,AN84,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_328,Campaign_328_FV36,FX12,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_655,Campaign_655_NZ44,GX33,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign BT,Campaign BT_UU19,HQ64,1,Mobile (SMS),0,1,1
product 5,Manual,8,2021,Campaign_399,Campaign_399_HF50,OU78,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_76,Campaign_76_IV83,MX38,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign_549,Campaign_549_RO87,ND93,1,iOS channel,0,1,1
product 3,Manual,2,2021,Campaign_261,Campaign_261_EX28,WR19,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_246,Campaign_246_EO53,XB24,1,Email,0,1,1
product 3,Manual,6,2021,Campaign_992,Campaign_992_ZN33,VR58,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_947,Campaign_947_NZ52,XY84,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_84,Campaign_84_QJ37,LQ44,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_93,Campaign_93_LO44,ZP61,1,Android channel,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_LY28,LG47,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign_78,Campaign_78_JA58,IF82,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign_208,Campaign_208_DP12,PU32,1,Email,0,1,1
product 5,Manual,2,2021,Campaign BB,Campaign BB_LM27,DT24,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_250,Campaign_250_CA88,GE16,1,Email,0,1,1
product 1,Manual,3,2021,Campaign BR,Campaign BR_XQ26,QH18,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_646,Campaign_646_RX19,SX46,1,Android channel,0,1,1
product 5,Manual,5,2021,Campaign_138,Campaign_138_UJ47,DM26,1,Email,0,1,1
product 3,Manual,6,2021,Campaign_135,Campaign_135_IM16,YO32,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BL,Campaign BL_BK76,RH12,1,Web Message,0,1,1
product 2,Manual,6,2021,Campaign_282,Campaign_282_YM13,TB42,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_NA24,YZ20,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_882,Campaign_882_DF51,IF67,1,Email,0,1,1
product 5,Manual,4,2021,Campaign AY,Campaign AY_KR92,AU43,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_368,Campaign_368_QN66,BD14,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_711,Campaign_711_FU69,CL81,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_707,Campaign_707_GR47,VX49,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_797,Campaign_797_RA94,CB83,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_798,Campaign_798_KX33,GF52,1,Android channel,0,1,1
product 2,Manual,6,2021,Campaign_931,Campaign_931_VZ49,UR60,1,Android channel,0,1,1
product 3,Manual,2,2021,Campaign_254,Campaign_254_XJ68,DP61,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_683,Campaign_683_LQ24,XN93,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_923,Campaign_923_NI44,IF79,1,Mobile (SMS),0,1,1
product 3,Manual,9,2021,Campaign_423,Campaign_423_VH37,KX23,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_574,Campaign_574_GM61,NM51,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_159,Campaign_159_MO32,GM88,1,Android channel,0,1,1
product 5,Manual,1,2021,Campaign AM,Campaign AM_IJ64,QJ50,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_191,Campaign_191_ZF47,LO68,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_769,Campaign_769_DC60,BK86,1,iOS channel,0,1,1
product 5,Manual,1,2021,Campaign AY,Campaign AY_AT38,BB17,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign_347,Campaign_347_MW86,KE35,1,Mobile (SMS),0,1,1
product 1,Manual,6,2021,Campaign_481,Campaign_481_IO94,MT49,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign Y,Campaign Y_SW40,CJ12,1,Mobile (SMS),0,1,1
product 1,Manual,3,2021,Campaign_198,Campaign_198_CD96,LZ87,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_993,Campaign_993_RQ12,JB43,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_930,Campaign_930_QX41,OH91,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_941,Campaign_941_TG63,SS28,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_817,Campaign_817_EL97,KB51,1,Android channel,0,1,1
product 5,Manual,6,2021,Campaign_741,Campaign_741_JF73,IR93,1,Mobile (SMS),0,1,1
product 1,Manual,3,2021,Campaign_711,Campaign_711_BV44,AL85,1,Web Message,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_CT97,DR80,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign_338,Campaign_338_KL83,SX57,1,Android channel,0,1,1
product 4,Manual,6,2021,Campaign_720,Campaign_720_EF47,CJ64,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_218,Campaign_218_VP41,UV52,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_269,Campaign_269_FC45,MU66,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_746,Campaign_746_YR49,WD18,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_QS43,ZQ53,1,iOS channel,0,1,1
product 5,Manual,2,2021,Campaign_670,Campaign_670_OK75,GI42,1,Email,0,1,1
product 5,Manual,1,2021,Campaign BL,Campaign BL_PH55,JQ17,1,Mobile (SMS),0,1,1
product 1,Manual,5,2021,Campaign_891,Campaign_891_SI98,GQ50,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_342,Campaign_342_CY16,BA32,1,iOS channel,0,1,1
product 5,Manual,1,2021,Campaign_473,Campaign_473_EZ49,XA82,1,Email,0,1,1
product 3,Manual,9,2021,Campaign_472,Campaign_472_RD32,MX13,1,Email,0,1,1
product 1,Manual,8,2021,Campaign_172,Campaign_172_GF93,SW12,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign AY,Campaign AY_NU81,GI72,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_391,Campaign_391_CM30,FM70,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign AR,Campaign AR_QC84,WA62,1,Email,0,1,1
product 1,Manual,7,2021,Campaign H,Campaign H_WL61,YZ55,1,iOS channel,0,1,1
product 1,Manual,3,2021,Campaign_232,Campaign_232_WQ73,OC10,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign_184,Campaign_184_JY54,LC28,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_196,Campaign_196_NB94,HJ77,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_25,Campaign_25_QS77,BX39,1,Email,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_OW43,UV76,1,Android channel,0,1,1
product 1,Manual,7,2021,Campaign_214,Campaign_214_DR66,FT10,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_153,Campaign_153_QC28,JQ95,1,iOS channel,0,1,1
product 5,Manual,9,2021,Campaign_325,Campaign_325_AN99,OA53,1,Mobile (SMS),0,1,1
product 5,Manual,9,2021,Campaign_311,Campaign_311_LH52,DU24,1,Mobile (SMS),0,1,1
product 5,Manual,7,2021,Campaign_169,Campaign_169_YG28,AI26,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_986,Campaign_986_ZP57,EN25,1,iOS channel,0,1,1
product 2,Manual,6,2021,Campaign N,Campaign N_JL92,FZ44,1,Web Message,0,1,1
product 5,Manual,7,2021,Campaign_653,Campaign_653_FV16,BS48,1,Mobile (SMS),0,1,1
product 5,Manual,8,2021,Campaign_412,Campaign_412_RE30,EW29,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_47,Campaign_47_FY27,BY37,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_444,Campaign_444_UZ14,RM82,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_94,Campaign_94_AM99,OU39,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_854,Campaign_854_JC55,HD35,1,iOS channel,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_PC59,TS29,1,iOS channel,0,1,1
product 2,Manual,3,2021,Campaign_438,Campaign_438_GC77,CV45,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_258,Campaign_258_QX61,AB63,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign_669,Campaign_669_EG15,GR26,1,Email,0,1,1
product 5,Manual,5,2021,Campaign_764,Campaign_764_MU57,HY62,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_52,Campaign_52_XC34,WD22,1,Email,0,1,1
product 1,Manual,6,2021,Campaign BT,Campaign BT_KG50,KP86,1,Mobile (SMS),0,1,1
product 1,Manual,6,2021,Campaign_579,Campaign_579_HW55,HU32,1,iOS channel,0,1,1
product 4,Manual,3,2021,Campaign_348,Campaign_348_AD62,XL73,1,Email,0,1,1
product 3,Manual,7,2021,Campaign_397,Campaign_397_IL57,QL30,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_618,Campaign_618_XP29,CW94,1,iOS channel,0,1,1
product 1,Manual,3,2021,Campaign BR,Campaign BR_OV52,EG50,1,Android channel,0,1,1
product 1,Manual,3,2021,Campaign_557,Campaign_557_LB16,BF46,1,iOS channel,0,1,1
product 5,Manual,1,2021,Campaign_323,Campaign_323_JM38,JF36,1,Email,0,1,1
product 5,Manual,3,2021,Campaign AT,Campaign AT_DD53,EO66,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_351,Campaign_351_LD53,XT39,1,Android channel,0,1,1
product 5,Manual,3,2021,Campaign_369,Campaign_369_CR58,JA15,1,Email,0,1,1
product 5,Manual,1,2021,Campaign BV,Campaign BV_ZY74,ZW45,1,Email,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_TA83,WP87,1,Mobile (SMS),0,1,1
product 1,Manual,6,2021,Campaign_26,Campaign_26_GI80,MK22,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_484,Campaign_484_TS24,XB27,1,Android channel,0,1,1
product 5,Manual,1,2021,Campaign_800,Campaign_800_NN82,ND59,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_EK26,DO98,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_238,Campaign_238_CX59,EZ86,1,Android channel,0,1,1
product 2,Manual,3,2021,Campaign_311,Campaign_311_LJ58,JX26,1,Email,0,1,1
product 5,Manual,2,2021,Campaign BN,Campaign BN_DV21,FD38,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_249,Campaign_249_LJ83,TY37,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign_242,Campaign_242_OO46,ZW12,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_594,Campaign_594_YG68,JW37,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_465,Campaign_465_XM72,IA86,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_116,Campaign_116_XS67,WT56,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign_997,Campaign_997_UR72,HZ17,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign_706,Campaign_706_TI23,QF38,1,Email,0,1,1
product 2,Manual,6,2021,Campaign_818,Campaign_818_PN18,HK88,1,Android channel,0,1,1
product 1,Manual,8,2021,Campaign_546,Campaign_546_QO50,BV52,1,iOS channel,0,1,1
product 5,Manual,7,2021,Campaign_891,Campaign_891_TH59,RF62,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_244,Campaign_244_SM45,EW32,1,Android channel,0,1,1
product 5,Manual,5,2021,Campaign_112,Campaign_112_NT13,IZ73,1,Email,0,1,1
product 5,Manual,3,2021,Campaign X,Campaign X_EW62,RC25,1,Email,0,1,1
product 5,Manual,8,2021,Campaign AM,Campaign AM_HE51,WX16,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_984,Campaign_984_XK11,HQ20,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_759,Campaign_759_ZH24,ZB66,1,iOS channel,0,1,1
product 3,Manual,2,2021,Campaign_678,Campaign_678_JJ79,DS98,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_XO41,KU85,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign Y,Campaign Y_IP60,MV56,1,Web Message,0,1,1
product 5,Manual,3,2021,Campaign_65,Campaign_65_PL40,TO81,1,Email,0,1,1
product 2,Manual,1,2021,Campaign T,Campaign T_TI30,NZ32,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_877,Campaign_877_KE44,PU53,1,iOS channel,0,1,1
product 5,Manual,7,2021,Campaign_424,Campaign_424_KH65,MS58,1,Email,0,1,1
product 5,Manual,2,2021,Campaign_853,Campaign_853_BK45,UL15,1,Email,0,1,1
product 2,Manual,2,2021,Campaign M,Campaign M_YO72,RP96,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_815,Campaign_815_WR74,UC95,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign_461,Campaign_461_GC79,QD41,1,Email,0,1,1
product 5,Manual,8,2021,Campaign AY,Campaign AY_GA16,AN96,1,Email,0,1,1
product 1,Manual,3,2021,Campaign_420,Campaign_420_RQ58,JH65,1,Web Message,0,1,1
product 5,Manual,6,2021,Campaign_171,Campaign_171_KE26,YU67,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_406,Campaign_406_KP19,CF18,1,Android channel,0,1,1
product 1,Manual,7,2021,Campaign BT,Campaign BT_EG74,QO61,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign_574,Campaign_574_XC72,JG24,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_768,Campaign_768_BJ41,EX37,1,Android channel,0,1,1
product 5,Manual,4,2021,Campaign_698,Campaign_698_RN17,ZR27,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_226,Campaign_226_SP39,TF79,1,iOS channel,0,1,1
product 1,Manual,8,2021,Campaign_646,Campaign_646_JZ27,MV84,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_171,Campaign_171_ZV50,ZD19,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_634,Campaign_634_UU77,LL89,1,iOS channel,0,1,1
product 5,Manual,2,2021,Campaign_84,Campaign_84_QP54,OQ54,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_622,Campaign_622_ZY79,HF76,1,Email,0,1,1
product 5,Manual,3,2021,Campaign AY,Campaign AY_DI41,GK93,1,Email,0,1,1
product 5,Manual,2,2021,Campaign BL,Campaign BL_OY75,LB94,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_832,Campaign_832_NE38,ES75,1,iOS channel,0,1,1
product 5,Manual,9,2021,Campaign_483,Campaign_483_CK74,AC53,1,Email,0,1,1
product 3,Manual,9,2021,Campaign_914,Campaign_914_SR88,GD39,1,Email,0,1,1
product 5,Manual,2,2021,Campaign X,Campaign X_ID34,UN13,1,Email,0,1,1
product 2,Manual,7,2021,Campaign BR,Campaign BR_DN99,EY17,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_464,Campaign_464_EX50,UT20,1,iOS channel,0,1,1
product 1,Manual,5,2021,Campaign BL,Campaign BL_HY29,LH93,1,Email,0,1,1
product 5,Manual,5,2021,Campaign Y,Campaign Y_DG77,NM90,1,Web Message,0,1,1
product 1,Manual,7,2021,Campaign_699,Campaign_699_CI98,WV31,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_NF25,LU42,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign BB,Campaign BB_XL96,RI35,1,Email,0,1,1
product 5,Manual,3,2021,Campaign_579,Campaign_579_CI27,XD27,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_780,Campaign_780_VW60,LO19,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign N,Campaign N_ND90,XI26,1,Web Message,0,1,1
product 1,Manual,5,2021,Campaign_917,Campaign_917_AI94,MA13,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_255,Campaign_255_CO42,EZ12,1,iOS channel,0,1,1
product 1,Manual,1,2021,Campaign BS,Campaign BS_TW30,QM27,1,iOS channel,0,1,1
product 5,Manual,8,2021,Campaign_106,Campaign_106_BN46,EH79,1,Email,0,1,1
product 5,Manual,1,2021,Campaign K,Campaign K_IV86,VD63,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_TA13,IA57,1,iOS channel,0,1,1
product 1,Manual,2,2021,Campaign BS,Campaign BS_SC79,SG79,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign AM,Campaign AM_CE60,AH79,1,Mobile (SMS),0,1,1
product 5,Manual,4,2021,Campaign_826,Campaign_826_JZ65,SL97,1,Email,0,1,1
product 5,Manual,1,2021,Campaign_225,Campaign_225_YZ56,OV41,1,Email,0,1,1
product 5,Manual,6,2021,Campaign AY,Campaign AY_PV40,AY72,1,Mobile (SMS),0,1,1
product 1,Manual,1,2021,Campaign BS,Campaign BS_OU60,TK53,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_775,Campaign_775_SO95,AT23,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_331,Campaign_331_AW53,DM92,1,Android channel,0,1,1
product 3,Manual,6,2021,Campaign_641,Campaign_641_DB16,II72,1,Email,0,1,1
product 5,Manual,2,2021,Campaign BL,Campaign BL_ZS78,VN15,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_KS23,IY47,1,iOS channel,0,1,1
product 2,Manual,9,2021,Campaign K,Campaign K_XP24,DM75,1,Web Message,0,1,1
product 5,Manual,4,2021,Campaign_15,Campaign_15_FU17,OD76,1,Email,0,1,1
product 5,Manual,6,2021,Campaign_177,Campaign_177_GZ93,SX45,1,Email,0,1,1
product 2,Manual,6,2021,Campaign N,Campaign N_OI55,VU64,1,Web Message,0,1,1
product 1,Manual,8,2021,Campaign_88,Campaign_88_MV32,TC14,1,iOS channel,0,1,1
product 4,Manual,5,2021,Campaign_124,Campaign_124_YM18,KE78,1,Email,0,1,1
product 5,Manual,9,2021,Campaign AY,Campaign AY_AN42,XX79,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_592,Campaign_592_RI65,OG79,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_538,Campaign_538_JX74,VO79,1,Android channel,0,1,1
product 5,Manual,6,2021,Campaign_292,Campaign_292_QF15,RX75,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign_891,Campaign_891_FN97,IC31,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_UZ28,UC66,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_VP80,SE49,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign BT,Campaign BT_LZ38,HQ94,1,Mobile (SMS),0,1,1
product 2,Manual,3,2021,Campaign M,Campaign M_PW44,XL92,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_585,Campaign_585_UM16,UG88,1,Email,0,1,1
product 5,Manual,9,2021,Campaign_493,Campaign_493_CC18,MT19,1,Mobile (SMS),0,1,1
product 1,Manual,9,2021,Campaign_576,Campaign_576_PM50,CE40,1,Android channel,0,1,1
product 5,Manual,8,2021,Campaign_468,Campaign_468_KC40,NC37,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_830,Campaign_830_YJ50,DV32,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_646,Campaign_646_YJ92,TY87,1,Email,0,1,1
product 1,Manual,6,2021,Campaign_541,Campaign_541_MD97,BE62,1,Android channel,0,1,1
product 5,Manual,2,2021,Campaign_825,Campaign_825_NL23,WG81,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_JY90,CR93,1,iOS channel,0,1,1
product 1,Manual,6,2021,Campaign_504,Campaign_504_UQ98,RB20,1,Android channel,0,1,1
product 5,Manual,5,2021,Campaign_14,Campaign_14_IJ38,FO47,1,Email,0,1,1
product 5,Manual,8,2021,Campaign_486,Campaign_486_OZ51,ON61,1,Email,0,1,1
product 5,Manual,6,2021,Campaign_22,Campaign_22_GL65,TF34,1,Email,0,1,1
product 2,Manual,4,2021,Campaign K,Campaign K_TM60,UI86,1,Email,0,1,1
product 1,Manual,9,2021,Campaign_879,Campaign_879_JG17,UI29,1,Email,0,1,1
product 5,Manual,4,2021,Campaign_239,Campaign_239_PZ25,AX89,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_276,Campaign_276_UE26,ZJ33,1,Android channel,0,1,1
product 3,Manual,8,2021,Campaign_227,Campaign_227_QC54,ST44,1,Email,0,1,1
product 1,Manual,7,2021,Campaign_339,Campaign_339_AK44,BC66,1,Android channel,0,1,1
product 1,Manual,4,2021,Campaign_263,Campaign_263_QJ23,AC32,1,iOS channel,0,1,1
product 1,Manual,9,2021,Campaign BR,Campaign BR_TM17,RK11,1,Android channel,0,1,1
product 2,Manual,1,2021,Campaign T,Campaign T_VW51,WC27,1,Email,0,1,1
product 1,Manual,4,2021,Campaign_444,Campaign_444_ER17,HS28,1,Android channel,0,1,1
product 5,Manual,7,2021,Campaign K,Campaign K_WV20,SO13,1,Email,0,1,1
product 5,Manual,9,2021,Campaign_653,Campaign_653_KJ80,YO26,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_SI94,DB22,1,Android channel,0,1,1
product 1,Manual,9,2021,Campaign_760,Campaign_760_CZ78,TW54,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign BL,Campaign BL_PT58,DQ43,1,Email,0,1,1
product 3,Manual,1,2021,Campaign_35,Campaign_35_XU41,ZQ14,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_OE29,DS12,1,iOS channel,0,1,1
product 5,Manual,3,2021,Campaign X,Campaign X_OU25,XQ71,1,Email,0,1,1
product 1,Manual,4,2021,Campaign BR,Campaign BR_VE99,GT40,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign AY,Campaign AY_VV80,AX16,1,Email,0,1,1
product 5,Manual,7,2021,Campaign_798,Campaign_798_TZ93,MY72,1,Email,0,1,1
product 1,Manual,5,2021,Campaign BR,Campaign BR_IP73,CS87,1,iOS channel,0,1,1
product 1,Manual,7,2021,Campaign_565,Campaign_565_ST81,CS36,1,Android channel,0,1,1
product 1,Manual,6,2021,Campaign_245,Campaign_245_PE68,PA91,1,Android channel,0,1,1
product 5,Manual,9,2021,Campaign X,Campaign X_KP29,HY15,1,Mobile (SMS),0,1,1
product 5,Manual,2,2021,Campaign_750,Campaign_750_UK65,VG90,1,Email,0,1,1
product 1,Manual,9,2021,Campaign M,Campaign M_VJ29,YI98,1,Mobile (SMS),0,1,1
product 1,Manual,8,2021,Campaign_861,Campaign_861_HU63,OP18,1,iOS channel,0,1,1
product 5,Manual,5,2021,Campaign AZ,Campaign AZ_NW72,CW60,1,Email,0,1,1
product 1,Manual,5,2021,Campaign_406,Campaign_406_SO86,DX89,1,iOS channel,0,1,1
